Epoch,loss,val_loss,acc,val_acc,f1,val_f1
0,2.9370700659636917,0.6058286518498747,0.8221789883268482,0.8006993006993007,0.8100158787385052,0.7864124768009537
1,0.48574411670065293,0.40734106213249377,0.8809338521400778,0.8688811188811189,0.8765425131461113,0.8662928677667694
2,0.34595536799936794,0.5206587491133235,0.8815175097276264,0.8548951048951049,0.8795273896418729,0.8528335870863226
3,0.33359373437584106,0.3446854640939254,0.9173151750972762,0.8933566433566433,0.914957537932494,0.8912395552303038
4,0.27939902711019393,0.38886851315186066,0.9142023346303502,0.8863636363636364,0.9094536992240334,0.8814329142742269
